title,payment_amount,title,customer_name,rental_date,return_date,replacement_cost,first_name,staff_name,city,country,store_id,col,USA
DOUBLE WRATH,0.99,DOUBLE WRATH,EMMA BOYD,2005-05-29 17:23:43.000,2005-06-01 13:06:43.000,28.99,Jon,JonStephens,Qalyub,Egypt,2,Below Avg,Other
GRAFFITI LOVE,4.99,GRAFFITI LOVE,FREDERICK ISBELL,2005-05-29 17:24:48.000,2005-06-05 12:25:48.000,29.99,Mike,MikeHillyer,Tsuyama,Japan,1,Above Avg,Other
BRIDE INTRIGUE,0.99,BRIDE INTRIGUE,GREG ROBINS,2005-05-29 17:28:12.000,2005-05-30 14:59:12.000,24.99,Mike,MikeHillyer,Nam Dinh,Vietnam,1,Below Avg,Other
GILMORE BOILED,1.99,GILMORE BOILED,LUIS YANEZ,2005-05-29 17:35:50.000,2005-06-04 17:05:50.000,29.99,Jon,JonStephens,Brest,France,2,Below Avg,Other
CONEHEADS SMOOCHY,4.99,CONEHEADS SMOOCHY,JUAN FRALEY,2005-05-29 17:38:59.000,2005-05-31 22:42:59.000,12.99,Jon,JonStephens,Teboksary,Russian Federation,2,Above Avg,Other
GARDEN ISLAND,4.99,GARDEN ISLAND,AMY LOPEZ,2005-05-29 17:52:30.000,2005-05-30 14:35:30.000,21.99,Jon,JonStephens,Jhansi,India,2,Above Avg,Other
STRANGER STRANGERS,9.99,STRANGER STRANGERS,DOLORES WAGNER,2005-05-29 18:10:24.000,2005-06-06 22:53:24.000,12.99,Mike,MikeHillyer,Ipoh,Malaysia,1,Above Avg,Other
POLISH BROOKLYN,3.99,POLISH BROOKLYN,CONSTANCE REID,2005-05-29 18:18:18.000,2005-06-07 15:11:18.000,12.99,Jon,JonStephens,Zaria,Nigeria,2,Below Avg,Other
LIES TREATMENT,4.99,LIES TREATMENT,RICKY SHELBY,2005-05-29 18:31:30.000,2005-05-31 00:18:30.000,28.99,Jon,JonStephens,Junan,China,2,Above Avg,Other
JADE BUNCH,2.99,JADE BUNCH,JACKIE LYNCH,2005-05-29 18:50:50.000,2005-06-03 18:36:50.000,21.99,Jon,JonStephens,Buenaventura,Colombia,2,Below Avg,Other
HOBBIT ALIEN,3.99,HOBBIT ALIEN,RITA GRAHAM,2005-05-29 19:08:20.000,2005-06-06 20:32:20.000,27.99,Jon,JonStephens,Toulon,France,2,Below Avg,Other
INDIAN LOVE,3.99,INDIAN LOVE,DELORES HANSEN,2005-05-29 19:10:20.000,2005-06-05 19:05:20.000,26.99,Jon,JonStephens,Jaroslavl,Russian Federation,2,Below Avg,Other
MALTESE HOPE,4.99,MALTESE HOPE,ARTHUR SIMPKINS,2005-05-29 19:12:04.000,2005-06-04 21:12:04.000,26.99,Jon,JonStephens,Maikop,Russian Federation,2,Above Avg,Other
WEDDING APOLLO,1.99,WEDDING APOLLO,TONY CARRANZA,2005-05-29 19:30:42.000,2005-06-02 16:19:42.000,14.99,Jon,JonStephens,Koriyama,Japan,2,Below Avg,Other
DORADO NOTTING,4.99,DORADO NOTTING,ARLENE HARVEY,2005-05-29 20:00:30.000,2005-05-30 19:43:30.000,26.99,Jon,JonStephens,Ambattur,India,2,Above Avg,Other
WYOMING STORM,5.99,WYOMING STORM,HENRY BILLINGSLEY,2005-05-29 20:14:34.000,2005-06-05 20:56:34.000,29.99,Mike,MikeHillyer,Nukualofa,Tonga,1,Above Avg,Other
GABLES METROPOLIS,6.99,GABLES METROPOLIS,EMMA BOYD,2005-05-29 20:16:12.000,2005-06-07 17:47:12.000,17.99,Mike,MikeHillyer,Qalyub,Egypt,1,Above Avg,Other
SOUP WISDOM,0.99,SOUP WISDOM,BETTY WHITE,2005-05-29 20:24:28.000,2005-06-03 15:32:28.000,12.99,Mike,MikeHillyer,Citrus Heights,United States,1,Below Avg,USA
CHARADE DUFFEL,7.99,CHARADE DUFFEL,DUSTIN GILLETTE,2005-05-29 20:26:39.000,2005-06-06 22:31:39.000,21.99,Jon,JonStephens,Emmen,Netherlands,2,Above Avg,Other
ARTIST COLDBLOODED,2.99,ARTIST COLDBLOODED,DWAYNE OLVERA,2005-05-29 20:39:14.000,2005-05-31 18:24:14.000,10.99,Mike,MikeHillyer,Rajkot,India,1,Below Avg,Other
TITANS JERK,4.99,TITANS JERK,KEVIN SCHULER,2005-05-29 20:47:53.000,2005-06-02 23:18:53.000,11.99,Jon,JonStephens,Birgunj,Nepal,2,Above Avg,Other
CHANCE RESURRECTION,3.99,CHANCE RESURRECTION,CHESTER BENNER,2005-05-29 21:00:32.000,2005-06-02 15:15:32.000,22.99,Jon,JonStephens,Suihua,China,2,Below Avg,Other
MEET CHOCOLATE,8.99,MEET CHOCOLATE,LAURA RODRIGUEZ,2005-05-29 21:07:22.000,2005-06-07 00:22:22.000,26.99,Jon,JonStephens,Sal,Morocco,2,Above Avg,Other
ROMAN PUNK,0.99,ROMAN PUNK,ROGER QUINTANILLA,2005-05-29 21:31:12.000,2005-06-04 22:49:12.000,28.99,Mike,MikeHillyer,Hsichuh,Taiwan,1,Below Avg,Other
MILLION ACE,9.99,MILLION ACE,COREY HAUSER,2005-05-29 21:36:00.000,2005-06-07 17:24:00.000,16.99,Mike,MikeHillyer,Gaziantep,Turkey,1,Above Avg,Other
RANGE MOONWALKER,4.99,RANGE MOONWALKER,MARIO CHEATHAM,2005-05-29 21:39:37.000,2005-05-30 22:06:37.000,25.99,Mike,MikeHillyer,Batna,Algeria,1,Above Avg,Other
SCORPION APOLLO,4.99,SCORPION APOLLO,KEITH RICO,2005-05-29 21:45:32.000,2005-05-31 19:01:32.000,23.99,Mike,MikeHillyer,Bratislava,Slovakia,1,Above Avg,Other
CLEOPATRA DEVIL,0.99,CLEOPATRA DEVIL,BILLY POULIN,2005-05-29 21:49:41.000,2005-06-04 20:27:41.000,26.99,Jon,JonStephens,Cabuyao,Philippines,2,Below Avg,Other
JUGGLER HARDLY,6.99,JUGGLER HARDLY,GERTRUDE CASTILLO,2005-05-29 21:56:15.000,2005-06-08 03:18:15.000,14.99,Mike,MikeHillyer,Nuuk,Greenland,1,Above Avg,Other
ALASKA PHANTOM,2.99,ALASKA PHANTOM,BYRON BOX,2005-05-29 21:58:43.000,2005-06-06 00:54:43.000,22.99,Mike,MikeHillyer,Zhezqazghan,Kazakstan,1,Below Avg,Other
LUCKY FLYING,2.99,LUCKY FLYING,AGNES BISHOP,2005-05-29 22:14:55.000,2005-05-30 17:22:55.000,10.99,Mike,MikeHillyer,Sambhal,India,1,Below Avg,Other
GOLDMINE TYCOON,2.99,GOLDMINE TYCOON,BILLY POULIN,2005-05-29 22:16:42.000,2005-06-06 01:38:42.000,20.99,Mike,MikeHillyer,Cabuyao,Philippines,1,Below Avg,Other
SALUTE APOLLO,2.99,SALUTE APOLLO,LINDA WILLIAMS,2005-05-29 22:43:55.000,2005-06-01 17:43:55.000,29.99,Mike,MikeHillyer,Athenai,Greece,1,Below Avg,Other
STRANGERS GRAFFITI,8.99,STRANGERS GRAFFITI,RAUL FORTIER,2005-05-29 22:50:25.000,2005-06-06 02:27:25.000,22.99,Mike,MikeHillyer,Chapra,India,1,Above Avg,Other
FANTASY TROOPERS,3.99,FANTASY TROOPERS,JILL HAWKINS,2005-05-29 22:51:20.000,2005-06-07 17:37:20.000,27.99,Jon,JonStephens,Linz,Austria,2,Below Avg,Other
OPEN AFRICAN,4.99,OPEN AFRICAN,TRAVIS ESTEP,2005-05-29 23:21:56.000,2005-06-02 18:40:56.000,16.99,Mike,MikeHillyer,al-Qatif,Saudi Arabia,1,Above Avg,Other
SHOW LORD,4.99,SHOW LORD,SARA PERRY,2005-05-29 23:24:30.000,2005-05-30 22:00:30.000,24.99,Jon,JonStephens,Atlixco,Mexico,2,Above Avg,Other
BERETS AGENT,2.99,BERETS AGENT,BOBBY BOUDREAU,2005-05-29 23:37:00.000,2005-06-02 23:38:00.000,24.99,Mike,MikeHillyer,South Hill,Anguilla,1,Below Avg,Other
POND SEATTLE,2.99,POND SEATTLE,HARRY ARCE,2005-05-29 23:56:42.000,2005-05-31 04:11:42.000,25.99,Jon,JonStephens,Najafabad,Iran,2,Below Avg,Other
DECEIVER BETRAYED,0.99,DECEIVER BETRAYED,BERNICE WILLIS,2005-05-30 00:02:08.000,2005-06-02 05:31:08.000,22.99,Jon,JonStephens,Batman,Turkey,2,Below Avg,Other
NOON PAPI,4.99,NOON PAPI,NATHANIEL ADAM,2005-05-30 00:27:57.000,2005-06-06 22:19:57.000,12.99,Jon,JonStephens,Joliet,United States,2,Above Avg,USA
HEAVENLY GUN,8.99,HEAVENLY GUN,JERRY JORDON,2005-05-30 00:28:12.000,2005-06-08 02:43:12.000,13.99,Mike,MikeHillyer,Onomichi,Japan,1,Above Avg,Other
TEMPLE ATTRACTION,4.99,TEMPLE ATTRACTION,RACHEL BARNES,2005-05-30 00:28:41.000,2005-05-31 20:39:41.000,13.99,Jon,JonStephens,Kamakura,Japan,2,Above Avg,Other
VIDEOTAPE ARSENIC,4.99,VIDEOTAPE ARSENIC,JESSE SCHILLING,2005-05-30 00:31:17.000,2005-06-02 19:14:17.000,10.99,Mike,MikeHillyer,Lubumbashi,"Congo, The Democratic Republic of the",1,Above Avg,Other
LABYRINTH LEAGUE,2.99,LABYRINTH LEAGUE,NELLIE GARRETT,2005-05-30 00:32:04.000,2005-06-01 02:21:04.000,24.99,Mike,MikeHillyer,Shimoga,India,1,Below Avg,Other
JEDI BENEATH,0.99,JEDI BENEATH,DONALD MAHON,2005-05-30 00:44:24.000,2005-05-31 00:58:24.000,12.99,Jon,JonStephens,Ezhou,China,2,Below Avg,Other
CANDLES GRAPES,4.99,CANDLES GRAPES,FREDERICK ISBELL,2005-05-30 00:58:20.000,2005-06-01 00:38:20.000,15.99,Mike,MikeHillyer,Tsuyama,Japan,1,Above Avg,Other
HOURS RAGE,4.99,HOURS RAGE,THERESA WATSON,2005-05-30 01:17:25.000,2005-06-07 02:00:25.000,14.99,Mike,MikeHillyer,Taguig,Philippines,1,Above Avg,Other
DARES PLUTO,2.99,DARES PLUTO,JOYCE EDWARDS,2005-05-30 01:17:45.000,2005-06-01 00:56:45.000,16.99,Jon,JonStephens,Jedda,Saudi Arabia,2,Below Avg,Other
WARDROBE PHANTOM,3.99,WARDROBE PHANTOM,RUSSELL BRINSON,2005-05-30 01:18:15.000,2005-06-06 20:20:15.000,19.99,Jon,JonStephens,Tychy,Poland,2,Below Avg,Other
FALCON VOLUME,5.99,FALCON VOLUME,TROY QUIGLEY,2005-05-30 01:19:53.000,2005-06-05 23:40:53.000,21.99,Mike,MikeHillyer,Vancouver,Canada,1,Above Avg,Other
LONELY ELEPHANT,7.99,LONELY ELEPHANT,OSCAR AQUINO,2005-05-30 01:23:07.000,2005-06-07 01:50:07.000,12.99,Mike,MikeHillyer,Sirjan,Iran,1,Above Avg,Other
LIES TREATMENT,4.99,LIES TREATMENT,BRAD MCCURDY,2005-05-30 01:35:12.000,2005-05-31 01:51:12.000,28.99,Mike,MikeHillyer,Chungho,Taiwan,1,Above Avg,Other
MUSIC BOONDOCK,0.99,MUSIC BOONDOCK,DARRYL ASHCRAFT,2005-05-30 01:35:15.000,2005-06-06 07:27:15.000,17.99,Mike,MikeHillyer,Ezeiza,Argentina,1,Below Avg,Other
GHOST GROUNDHOG,4.99,GHOST GROUNDHOG,NELSON CHRISTENSON,2005-05-30 01:36:57.000,2005-06-01 22:44:57.000,18.99,Mike,MikeHillyer,Santiago de Compostela,Spain,1,Above Avg,Other
SLEUTH ORIENT,0.99,SLEUTH ORIENT,THELMA MURRAY,2005-05-30 01:43:31.000,2005-06-01 02:05:31.000,25.99,Mike,MikeHillyer,Lima,Peru,1,Below Avg,Other
DALMATIONS SWEDEN,0.99,DALMATIONS SWEDEN,FRED WHEAT,2005-05-30 01:56:11.000,2005-06-01 06:34:11.000,25.99,Jon,JonStephens,Jurez,Mexico,2,Below Avg,Other
MALLRATS UNITED,0.99,MALLRATS UNITED,NATHAN RUNYON,2005-05-30 02:00:28.000,2005-06-03 20:16:28.000,25.99,Jon,JonStephens,Charlotte Amalie,"Virgin Islands, U.S.",2,Below Avg,Other
SUNRISE LEAGUE,9.99,SUNRISE LEAGUE,HEATHER MORRIS,2005-05-30 02:01:21.000,2005-06-07 03:25:21.000,19.99,Mike,MikeHillyer,Nagareyama,Japan,1,Above Avg,Other
MASSACRE USUAL,4.99,MASSACRE USUAL,ROSEMARY SCHMIDT,2005-05-30 02:01:23.000,2005-06-02 06:07:23.000,16.99,Jon,JonStephens,Usak,Turkey,2,Above Avg,Other
ELIZABETH SHANE,4.99,ELIZABETH SHANE,SAMUEL MARLOW,2005-05-30 02:10:32.000,2005-06-01 04:42:32.000,11.99,Mike,MikeHillyer,Ranchi,India,1,Above Avg,Other
PATTON INTERVIEW,2.99,PATTON INTERVIEW,RACHEL BARNES,2005-05-30 02:36:20.000,2005-06-02 07:49:20.000,22.99,Jon,JonStephens,Kamakura,Japan,2,Below Avg,Other
CASUALTIES ENCINO,10.99,CASUALTIES ENCINO,BRANDY GRAVES,2005-05-30 02:45:16.000,2005-06-08 07:28:16.000,16.99,Mike,MikeHillyer,Warren,United States,1,Above Avg,USA
SMOKING BARBARELLA,0.99,SMOKING BARBARELLA,BRETT CORNWELL,2005-05-30 02:48:32.000,2005-06-06 05:43:32.000,13.99,Mike,MikeHillyer,Siliguri (Shiliguri),India,1,Below Avg,Other
DWARFS ALTER,2.99,DWARFS ALTER,JEFFREY SPEAR,2005-05-30 03:09:11.000,2005-06-03 21:27:11.000,13.99,Mike,MikeHillyer,Ciparay,Indonesia,1,Below Avg,Other
SWEDEN SHINING,4.99,SWEDEN SHINING,CARLOS COUGHLIN,2005-05-30 03:14:59.000,2005-06-05 04:34:59.000,19.99,Jon,JonStephens,Bhavnagar,India,2,Above Avg,Other
MUSCLE BRIGHT,2.99,MUSCLE BRIGHT,CODY NOLEN,2005-05-30 03:27:17.000,2005-06-06 08:28:17.000,23.99,Mike,MikeHillyer,So Bernardo do Campo,Brazil,1,Below Avg,Other
PRINCESS GIANT,7.99,PRINCESS GIANT,MICHELE GRANT,2005-05-30 03:39:44.000,2005-06-07 08:10:44.000,29.99,Jon,JonStephens,Yuncheng,China,2,Above Avg,Other
NORTHWEST POLISH,6.99,NORTHWEST POLISH,SUSAN WILSON,2005-05-30 03:43:54.000,2005-06-08 04:28:54.000,24.99,Mike,MikeHillyer,Hamilton,New Zealand,1,Above Avg,Other
ROOTS REMEMBER,0.99,ROOTS REMEMBER,EMILY DIAZ,2005-05-30 03:54:43.000,2005-06-01 22:59:43.000,23.99,Mike,MikeHillyer,Kimchon,South Korea,1,Below Avg,Other
SHIP WONDERLAND,2.99,SHIP WONDERLAND,CYNTHIA YOUNG,2005-05-30 04:19:55.000,2005-05-31 02:28:55.000,15.99,Mike,MikeHillyer,Munger (Monghyr),India,1,Below Avg,Other
ROSES TREASURE,4.99,ROSES TREASURE,RAMONA HALE,2005-05-30 04:22:06.000,2005-06-03 09:18:06.000,23.99,Jon,JonStephens,Patiala,India,2,Above Avg,Other
OPERATION OPERATION,2.99,OPERATION OPERATION,CLARENCE GAMEZ,2005-05-30 04:25:47.000,2005-06-06 04:32:47.000,23.99,Mike,MikeHillyer,Izumisano,Japan,1,Below Avg,Other
ZOOLANDER FICTION,2.99,ZOOLANDER FICTION,WILLIAM SATTERFIELD,2005-05-30 05:01:30.000,2005-06-04 06:22:30.000,28.99,Jon,JonStephens,Sanaa,Yemen,2,Below Avg,Other
STRANGELOVE DESIRE,3.99,STRANGELOVE DESIRE,ALLAN CORNISH,2005-05-30 05:03:04.000,2005-06-06 10:35:04.000,27.99,Mike,MikeHillyer,Tarlac,Philippines,1,Below Avg,Other
ZHIVAGO CORE,2.99,ZHIVAGO CORE,AARON SELBY,2005-05-30 05:15:20.000,2005-06-07 00:49:20.000,10.99,Jon,JonStephens,Mwene-Ditu,"Congo, The Democratic Republic of the",2,Below Avg,Other
BLADE POLISH,0.99,BLADE POLISH,JULIE SANCHEZ,2005-05-30 05:36:21.000,2005-06-01 09:32:21.000,10.99,Mike,MikeHillyer,A Corua (La Corua),Spain,1,Below Avg,Other
FIDELITY DEVIL,6.99,FIDELITY DEVIL,JOSE ANDREW,2005-05-30 05:38:24.000,2005-06-06 00:34:24.000,11.99,Jon,JonStephens,Kingstown,Saint Vincent and the Grenadines,2,Above Avg,Other
FLATLINERS KILLER,5.99,FLATLINERS KILLER,WALTER PERRYMAN,2005-05-30 05:41:22.000,2005-06-07 09:06:22.000,29.99,Jon,JonStephens,Xinxiang,China,2,Above Avg,Other
CRUELTY UNFORGIVEN,0.99,CRUELTY UNFORGIVEN,MARGARET MOORE,2005-05-30 05:48:59.000,2005-06-02 09:30:59.000,29.99,Mike,MikeHillyer,Masqat,Oman,1,Below Avg,Other
UPTOWN YOUNG,5.99,UPTOWN YOUNG,MATTHEW MAHAN,2005-05-30 05:49:13.000,2005-06-07 04:35:13.000,16.99,Mike,MikeHillyer,Cuautla,Mexico,1,Above Avg,Other
TALENTED HOMICIDE,0.99,TALENTED HOMICIDE,MAURICE CRAWLEY,2005-05-30 05:49:42.000,2005-06-05 01:45:42.000,9.99,Jon,JonStephens,Coatzacoalcos,Mexico,2,Below Avg,Other
HANDICAP BOONDOCK,0.99,HANDICAP BOONDOCK,LEON BOSTIC,2005-05-30 06:12:33.000,2005-06-02 04:35:33.000,28.99,Jon,JonStephens,Florencia,Colombia,2,Below Avg,Other
CENTER DINOSAUR,4.99,CENTER DINOSAUR,GLENDA FRAZIER,2005-05-30 06:15:36.000,2005-06-02 10:21:36.000,12.99,Mike,MikeHillyer,Qinhuangdao,China,1,Above Avg,Other
STAR OPERATION,2.99,STAR OPERATION,DAN PAINE,2005-05-30 06:16:06.000,2005-06-02 11:57:06.000,9.99,Mike,MikeHillyer,Stockport,United Kingdom,1,Below Avg,Other
JUMPING WRATH,4.99,JUMPING WRATH,DANNY ISOM,2005-05-30 06:21:05.000,2005-06-07 04:50:05.000,18.99,Jon,JonStephens,Okara,Pakistan,2,Above Avg,Other
TIES HUNGER,4.99,TIES HUNGER,DONNA THOMPSON,2005-05-30 06:41:32.000,2005-05-31 07:39:32.000,28.99,Mike,MikeHillyer,Elista,Russian Federation,1,Above Avg,Other
CHEAPER CLYDE,0.99,CHEAPER CLYDE,JOAN COOPER,2005-05-30 06:54:28.000,2005-06-03 07:03:28.000,23.99,Jon,JonStephens,Saint Louis,United States,2,Below Avg,USA
VOLCANO TEXAS,0.99,VOLCANO TEXAS,PHILIP CAUSEY,2005-05-30 06:54:51.000,2005-06-01 06:04:51.000,27.99,Jon,JonStephens,Korolev,Russian Federation,2,Below Avg,Other
MOSQUITO ARMAGEDDON,0.99,MOSQUITO ARMAGEDDON,SANDRA MARTIN,2005-05-30 07:10:00.000,2005-06-01 06:48:00.000,22.99,Jon,JonStephens,Southend-on-Sea,United Kingdom,2,Below Avg,Other
BOOGIE AMELIE,5.99,BOOGIE AMELIE,MARJORIE TUCKER,2005-05-30 07:13:14.000,2005-06-06 09:50:14.000,11.99,Mike,MikeHillyer,Jastrzebie-Zdrj,Poland,1,Above Avg,Other
ENOUGH RAGING,2.99,ENOUGH RAGING,GRACE ELLIS,2005-05-30 07:14:53.000,2005-05-31 07:56:53.000,16.99,Jon,JonStephens,Duisburg,Germany,2,Below Avg,Other
FLAMINGOS CONNECTICUT,4.99,FLAMINGOS CONNECTICUT,JOE GILLILAND,2005-05-30 07:43:04.000,2005-06-01 11:26:04.000,28.99,Mike,MikeHillyer,Imus,Philippines,1,Above Avg,Other
METROPOLIS COMA,7.99,METROPOLIS COMA,CLARENCE GAMEZ,2005-05-30 07:43:12.000,2005-06-08 09:21:12.000,9.99,Mike,MikeHillyer,Izumisano,Japan,1,Above Avg,Other
BUCKET BROTHERHOOD,4.99,BUCKET BROTHERHOOD,NAOMI JENNINGS,2005-05-30 08:02:56.000,2005-06-05 12:51:56.000,27.99,Mike,MikeHillyer,Karnal,India,1,Above Avg,Other
REAR TRADING,2.99,REAR TRADING,BRETT CORNWELL,2005-05-30 08:06:59.000,2005-06-07 08:23:59.000,23.99,Jon,JonStephens,Siliguri (Shiliguri),India,2,Below Avg,Other
DOWNHILL ENOUGH,5.99,DOWNHILL ENOUGH,BRYAN HARDISON,2005-05-30 08:31:31.000,2005-06-07 12:39:31.000,19.99,Mike,MikeHillyer,Dallas,United States,1,Above Avg,USA
MOURNING PURPLE,1.99,MOURNING PURPLE,LAURIE LAWRENCE,2005-05-30 08:50:43.000,2005-06-05 10:58:43.000,14.99,Mike,MikeHillyer,Firozabad,India,1,Below Avg,Other
NEIGHBORS CHARADE,3.99,NEIGHBORS CHARADE,GERTRUDE CASTILLO,2005-05-30 09:03:52.000,2005-06-05 07:37:52.000,20.99,Jon,JonStephens,Nuuk,Greenland,2,Below Avg,Other
EXPECATIONS NATURAL,8.99,EXPECATIONS NATURAL,EDWIN BURK,2005-05-30 09:10:01.000,2005-06-08 03:43:01.000,26.99,Mike,MikeHillyer,Newcastle,South Africa,1,Above Avg,Other
SAVANNAH TOWN,0.99,SAVANNAH TOWN,ERNEST STEPP,2005-05-30 09:26:19.000,2005-06-01 10:45:19.000,25.99,Jon,JonStephens,Huaian,China,2,Below Avg,Other
DORADO NOTTING,6.99,DORADO NOTTING,BERTHA FERGUSON,2005-05-30 09:29:30.000,2005-06-06 12:39:30.000,26.99,Jon,JonStephens,Ondo,Nigeria,2,Above Avg,Other
SEATTLE EXPECATIONS,8.99,SEATTLE EXPECATIONS,KIRK STCLAIR,2005-05-30 09:38:41.000,2005-06-07 11:54:41.000,18.99,Mike,MikeHillyer,Tsaotun,Taiwan,1,Above Avg,Other
COLOR PHILADELPHIA,2.99,COLOR PHILADELPHIA,LENA JENSEN,2005-05-30 09:40:40.000,2005-06-02 10:32:40.000,19.99,Mike,MikeHillyer,Halisahar,India,1,Below Avg,Other
FORWARD TEMPLE,4.99,FORWARD TEMPLE,IAN STILL,2005-05-30 09:53:36.000,2005-06-07 12:10:36.000,25.99,Mike,MikeHillyer,Garland,United States,1,Above Avg,USA
LONELY ELEPHANT,3.99,LONELY ELEPHANT,SUE PETERS,2005-05-30 10:11:29.000,2005-06-03 09:33:29.000,12.99,Mike,MikeHillyer,Changzhou,China,1,Below Avg,Other
LUCK OPUS,2.99,LUCK OPUS,MARIE TURNER,2005-05-30 10:19:42.000,2005-06-05 04:58:42.000,21.99,Jon,JonStephens,Lipetsk,Russian Federation,2,Below Avg,Other
WAIT CIDER,4.99,WAIT CIDER,DIANE COLLINS,2005-05-30 10:25:00.000,2005-06-06 06:23:00.000,9.99,Mike,MikeHillyer,Omdurman,Sudan,1,Above Avg,Other
HAUNTING PIANIST,3.99,HAUNTING PIANIST,NELSON CHRISTENSON,2005-05-30 10:30:38.000,2005-06-07 06:44:38.000,22.99,Jon,JonStephens,Santiago de Compostela,Spain,2,Below Avg,Other
RIDGEMONT SUBMARINE,0.99,RIDGEMONT SUBMARINE,LESLIE SEWARD,2005-05-30 10:37:27.000,2005-06-02 09:51:27.000,28.99,Mike,MikeHillyer,Pontianak,Indonesia,1,Below Avg,Other
WEREWOLF LOLA,4.99,WEREWOLF LOLA,ANNE POWELL,2005-05-30 10:38:37.000,2005-06-03 09:56:37.000,19.99,Mike,MikeHillyer,Bradford,United Kingdom,1,Above Avg,Other
SPICE SORORITY,8.99,SPICE SORORITY,GLEN TALBERT,2005-05-30 10:43:38.000,2005-06-08 12:07:38.000,22.99,Mike,MikeHillyer,Acua,Mexico,1,Above Avg,Other
METAL ARMAGEDDON,2.99,METAL ARMAGEDDON,JEREMY HURTADO,2005-05-30 10:46:16.000,2005-06-04 13:32:16.000,26.99,Mike,MikeHillyer,Vitria de Santo Anto,Brazil,1,Below Avg,Other
FELLOWSHIP AUTUMN,6.99,FELLOWSHIP AUTUMN,BRANDON HUEY,2005-05-30 10:50:22.000,2005-06-07 12:26:22.000,9.99,Jon,JonStephens,Balikesir,Turkey,2,Above Avg,Other
PUNK DIVORCE,4.99,PUNK DIVORCE,SHAWN HEATON,2005-05-30 10:58:33.000,2005-05-31 09:31:33.000,18.99,Jon,JonStephens,Nakhon Sawan,Thailand,2,Above Avg,Other
QUEEN LUKE,7.99,QUEEN LUKE,FRED WHEAT,2005-05-30 11:04:58.000,2005-06-07 13:22:58.000,22.99,Jon,JonStephens,Jurez,Mexico,2,Above Avg,Other
FATAL HAUNTED,2.99,FATAL HAUNTED,ENRIQUE FORSYTHE,2005-05-30 11:06:00.000,2005-06-04 06:07:00.000,24.99,Jon,JonStephens,Patras,Greece,2,Below Avg,Other
HAUNTING PIANIST,0.99,HAUNTING PIANIST,WENDY HARRISON,2005-05-30 11:20:27.000,2005-06-02 11:55:27.000,22.99,Mike,MikeHillyer,Nezahualcyotl,Mexico,1,Below Avg,Other
ENGLISH BULWORTH,0.99,ENGLISH BULWORTH,JENNIFER DAVIS,2005-05-30 11:25:01.000,2005-05-31 09:06:01.000,18.99,Mike,MikeHillyer,Laredo,United States,1,Below Avg,USA
SHREK LICENSE,2.99,SHREK LICENSE,PHILLIP HOLM,2005-05-30 11:27:06.000,2005-06-02 08:31:06.000,15.99,Mike,MikeHillyer,Tama,Japan,1,Below Avg,Other
CONNECTION MICROCOSMOS,0.99,CONNECTION MICROCOSMOS,SUE PETERS,2005-05-30 11:32:24.000,2005-05-31 07:55:24.000,25.99,Jon,JonStephens,Changzhou,China,2,Below Avg,Other
TENENBAUMS COMMAND,0.99,TENENBAUMS COMMAND,JEREMY HURTADO,2005-05-30 11:35:06.000,2005-06-02 13:16:06.000,24.99,Jon,JonStephens,Vitria de Santo Anto,Brazil,2,Below Avg,Other
STEPMOM DREAM,4.99,STEPMOM DREAM,SALVADOR TEEL,2005-05-30 11:44:01.000,2005-06-02 08:19:01.000,9.99,Jon,JonStephens,Banjul,Gambia,2,Above Avg,Other
HANKY OCTOBER,2.99,HANKY OCTOBER,MILTON HOWLAND,2005-05-30 11:53:09.000,2005-06-03 10:00:09.000,26.99,Jon,JonStephens,Vijayawada,India,2,Below Avg,Other
LOST BIRD,7.99,LOST BIRD,GUY BROWNLEE,2005-05-30 11:55:55.000,2005-06-08 10:12:55.000,21.99,Jon,JonStephens,Zhoushan,China,2,Above Avg,Other
HEAVEN FREEDOM,2.99,HEAVEN FREEDOM,PAMELA BAKER,2005-05-30 11:58:50.000,2005-06-05 09:57:50.000,19.99,Mike,MikeHillyer,Nanyang,China,1,Below Avg,Other
REIGN GENTLEMEN,4.99,REIGN GENTLEMEN,MAE FLETCHER,2005-05-30 12:10:59.000,2005-06-04 17:28:59.000,29.99,Mike,MikeHillyer,Donostia-San Sebastin,Spain,1,Above Avg,Other
PURE RUNNER,2.99,PURE RUNNER,RHONDA KENNEDY,2005-05-30 12:13:52.000,2005-06-02 14:41:52.000,25.99,Jon,JonStephens,Apeldoorn,Netherlands,2,Below Avg,Other
VIETNAM SMOOCHY,0.99,VIETNAM SMOOCHY,IRENE PRICE,2005-05-30 12:15:54.000,2005-06-01 08:53:54.000,27.99,Jon,JonStephens,Pavlodar,Kazakstan,2,Below Avg,Other
DRIVING POLISH,4.99,DRIVING POLISH,SALLY PIERCE,2005-05-30 12:16:40.000,2005-05-31 16:20:40.000,21.99,Jon,JonStephens,Chandrapur,India,2,Above Avg,Other
BARBARELLA STREETCAR,2.99,BARBARELLA STREETCAR,RACHEL BARNES,2005-05-30 12:27:14.000,2005-06-05 13:56:14.000,27.99,Jon,JonStephens,Kamakura,Japan,2,Below Avg,Other
VANISHING ROCKY,6.99,VANISHING ROCKY,FERNANDO CHURCHILL,2005-05-30 12:32:39.000,2005-06-06 12:17:39.000,21.99,Mike,MikeHillyer,Tonghae,South Korea,1,Above Avg,Other
